image_id,label
115,accessory Earring
115,accessory Half Shaved
1150,type Female
1150,accessory Black Lipstick
1150,accessory Straight Hair
1150,accessory 2 attributes
1152,type Male
1152,accessory Eye Patch
1152,accessory Purple Hair
1153,type Male
1153,accessory Messy Hair
1153,accessory Earring
1153,accessory Mustache
1153,accessory 3 attributes
1154,type Male
1154,accessory Frown
1154,accessory Purple Hair
1154,accessory 2 attributes
1157,type Female
1157,accessory Black Lipstick
1157,accessory 1 attributes
1158,type Female
1158,accessory Mole
1158,accessory Crazy Hair
1158,accessory 2 attributes
1159,type Female
1159,accessory Black Lipstick
1159,accessory Wild Blonde
1159,accessory 2 attributes
116,type Female
116,accessory Black Lipstick
116,accessory Earring
116,accessory Clown Eyes Blue
116,accessory Tiara
116,accessory 4 attributes
1161,type Female
1161,accessory Nerd Glasses
1161,accessory Messy Hair
1161,accessory 2 attributes
1163,type Female
1163,accessory Mole
1163,accessory Blue Eye Shadow
1163,accessory Pink With Hat
1165,type Female
1165,accessory Cap
1165,accessory Hot Lipstick
1165,accessory Vape
1165,accessory 3 attributes
1166,type Male
1166,accessory Fedora
1166,accessory Goat
1167,type Male
1167,accessory Horned Rim Glasses
1167,accessory Police Cap
1168,type Male
1168,accessory Vampire Hair
1168,accessory Handlebars
1168,accessory 2 attributes
1169,type Female
1169,accessory Purple Lipstick
1169,accessory Wild Hair
1169,accessory 2 attributes
117,accessory Messy Hair
117,accessory Front Beard Dark
117,type Zombie
1171,type Male
1171,accessory Shaved Head
1171,accessory Frown
1172,type Male
1172,accessory Shadow Beard
1172,accessory Nerd Glasses
1172,accessory Cigarette
1172,accessory Cap Forward
1172,accessory 4 attributes
1173,type Female
1173,accessory Mohawk
1173,accessory Clown Eyes Blue
1174,type Female
1174,accessory Wild Hair
1174,accessory Pipe
1175,type Male
1175,accessory Shaved Head
1175,accessory Eye Patch
1176,type Female
1176,accessory Mohawk Dark
1176,accessory Vape
1177,type Male
1177,accessory Hoodie
1177,accessory Normal Beard
1178,type Male
1178,accessory Headband
1178,accessory Pipe
1179,type Male
1179,accessory Classic Shades
1179,accessory Mohawk Dark
1180,type Male
1180,accessory Mohawk
1180,accessory Muttonchops
1180,accessory 2 attributes
1181,type Male
1181,accessory Muttonchops
1181,accessory Cigarette
1181,accessory Bandana
1182,type Male
1182,accessory Nerd Glasses
1182,accessory Hoodie
1182,accessory Goat
1183,type Male
1183,accessory Cap
1183,accessory Gold Chain
1183,accessory Muttonchops
1183,accessory Earring
1183,accessory Big Shades
1183,accessory 5 attributes
1184,type Male
1184,accessory Mole
1184,accessory Crazy Hair
1185,type Male
1185,accessory Mohawk
1185,accessory VR
1185,accessory Vape
1185,accessory Handlebars
1186,type Female
1186,accessory Black Lipstick
1186,accessory Earring
1186,accessory Bandana
1186,accessory Purple Eye Shadow
1186,accessory 4 attributes
1187,type Female
1187,accessory Cigarette
1187,accessory Straight Hair
1188,type Male
1188,accessory Wild Hair
1188,accessory 3D Glasses
1188,accessory Normal Beard
1189,type Male
1189,accessory Mohawk Thin
1189,accessory Spots
1190,accessory Cigarette
1190,accessory Earring
1190,accessory Bandana
1190,accessory Handlebars
1190,type Zombie
1191,type Male
1191,accessory Messy Hair
1191,accessory Front Beard
1193,type Male
1193,accessory Smile
1193,accessory Mustache
1193,accessory Spots
1193,accessory Crazy Hair
1194,type Male
1194,accessory Mohawk
1194,accessory Goat
1194,accessory 2 attributes
1195,type Male
1195,accessory Eye Patch
1195,accessory Headband
1196,accessory Clown Eyes Green
1196,type Female
1196,accessory Earring
1196,accessory Mohawk Dark
1197,type Female
1197,accessory Blonde Short
1198,type Female
1198,accessory Horned Rim Glasses
1198,accessory Gold Chain
1198,accessory Clown Hair Green
1198,accessory Hot Lipstick
1199,type Female
1199,accessory Green Eye Shadow
1199,accessory Earring
1199,accessory Tassle Hat
1199,accessory 3 attributes
120,type Female
120,accessory Big Shades
120,accessory Tassle Hat
1200,type Female
1200,accessory Black Lipstick
1200,accessory 1 attributes
1201,type Male
1201,accessory Knitted Cap
1201,accessory Normal Beard Black
1203,type Male
1203,accessory Nerd Glasses
1203,accessory Big Beard
1203,accessory Wild Hair
1204,type Female
1204,accessory Hot Lipstick
1204,accessory Pigtails
1205,type Female
1205,accessory Earring
1205,accessory Crazy Hair
1206,type Female
1206,accessory Purple Lipstick
1206,accessory Half Shaved
1206,accessory 2 attributes
1207,type Male
1207,accessory Fedora
1207,accessory Front Beard
1207,accessory 2 attributes
1208,type Male
1208,accessory Bandana
121,type Female
121,accessory Purple Lipstick
121,accessory Tiara
121,accessory 2 attributes
1210,type Female
1210,accessory Purple Lipstick
1210,accessory Cigarette
1210,accessory Purple Eye Shadow
1210,accessory Wild Blonde
1213,type Male
1213,accessory Mohawk
1213,accessory Luxurious Beard
1215,type Male
1215,accessory Earring
1215,accessory Headband
1215,accessory 2 attributes
1217,type Female
1217,accessory Purple Lipstick
1217,accessory Bandana
1217,accessory 2 attributes
1218,type Male
1218,accessory Stringy Hair
1219,type Male
1219,accessory Eye Patch
1219,accessory Hoodie
1219,accessory 2 attributes
122,type Male
122,accessory Mohawk
122,accessory Cigarette
1220,type Female
1220,accessory Purple Lipstick
1220,accessory Pink With Hat
1222,type Male
1222,accessory Horned Rim Glasses
1222,accessory Big Beard
1222,accessory Earring
1222,accessory Crazy Hair
1223,type Male
1223,accessory Cap
1223,accessory Handlebars
1224,type Female
1224,accessory Cigarette
1224,accessory Headband
1224,accessory Purple Eye Shadow
1227,type Female
1227,accessory Purple Lipstick
1227,accessory Earring
1227,accessory Wild Blonde
1227,accessory 3 attributes
1228,type Male
1228,accessory Classic Shades
1228,accessory Fedora
1228,accessory Handlebars
1229,type Male
1229,accessory Clown Hair Green
1229,accessory Goat
1230,type Male
1230,accessory VR
1230,accessory Frumpy Hair
1231,type Male
1231,accessory Cigarette
1231,accessory Bandana
1231,accessory Front Beard
1231,accessory Eye Mask
1231,accessory 4 attributes
1232,type Female
1232,accessory Pigtails
1234,type Female
1234,accessory Stringy Hair
1234,accessory Blue Eye Shadow
1235,type Male
1235,accessory Horned Rim Glasses
1235,accessory Cigarette
1235,accessory Knitted Cap
1235,accessory Goat
1235,accessory 4 attributes
1237,type Female
1237,accessory Pigtails
1238,type Male
1238,accessory Regular Shades
1238,accessory Do-rag
124,type Male
124,accessory Peak Spike
124,accessory Earring
124,accessory Normal Beard Black
124,accessory 3 attributes
1240,type Male
1240,accessory Messy Hair
1240,accessory 3D Glasses
1241,type Male
1241,accessory Shaved Head
1241,accessory Goat
1244,type Male
1244,accessory Mole
1244,accessory Purple Hair
1244,accessory 2 attributes
1245,accessory Clown Eyes Green
1245,type Female
1245,accessory Blonde Short
1245,accessory Earring
1245,accessory Hot Lipstick
1246,type Female
1246,accessory Nerd Glasses
1246,accessory Earring
1246,accessory Dark Hair
1246,accessory Hot Lipstick
1247,accessory Clown Eyes Green
1247,type Female
1247,accessory Purple Lipstick
1247,accessory Crazy Hair
1247,accessory 3 attributes
1248,type Female
1248,accessory Earring
1248,accessory Mohawk Thin
1248,accessory 2 attributes
1249,type Female
1249,accessory Black Lipstick
1249,accessory Cigarette
1249,accessory Earring
1249,accessory Mohawk Thin
1250,type Male
1250,accessory Mole
1250,accessory Hoodie
1250,accessory Small Shades
1250,accessory Pipe
1251,type Female
1251,accessory Nerd Glasses
1251,accessory Black Lipstick
1251,accessory Blonde Bob
1253,type Female
1253,accessory Purple Lipstick
1253,accessory Earring
1253,accessory Blonde Bob
1254,type Male
1254,accessory Clown Eyes Green
1254,accessory Earring
1254,accessory Mohawk Thin
1254,accessory 3 attributes
1255,type Female
1255,accessory Knitted Cap
1255,accessory Hot Lipstick
1256,type Male
1256,accessory Earring
1256,accessory Regular Shades
1256,accessory Do-rag
1256,accessory 3 attributes
1257,type Male
1257,accessory Classic Shades
1257,accessory Earring
1257,accessory Do-rag
1258,type Male
1258,accessory Cap
1258,accessory Earring
1258,accessory Big Shades
1258,accessory 3 attributes
1259,type Male
1259,accessory Earring
1259,accessory Shaved Head
1259,accessory Front Beard Dark
1259,accessory Small Shades
1259,accessory 4 attributes
126,type Male
126,accessory Cigarette
126,accessory Earring
126,accessory Eye Patch
126,accessory Headband
126,accessory 4 attributes
1260,type Female
1260,accessory Earring
1260,accessory Big Shades
1260,accessory Crazy Hair
1260,accessory Rosy Cheeks
1260,accessory 4 attributes
1261,accessory Clown Eyes Green
1261,type Female
1261,accessory Blonde Bob
1262,type Male
1262,accessory Earring
1262,accessory Purple Hair
1262,accessory Normal Beard
1263,type Male
1263,accessory Wild Hair
1263,accessory Normal Beard
1264,type Female
1264,accessory Classic Shades
1264,accessory Straight Hair
1266,type Male
1266,accessory Cap
1266,accessory Smile
1266,accessory 2 attributes
1267,type Female
1267,accessory Purple Eye Shadow
1267,accessory Crazy Hair
1268,type Female
1268,accessory Earring
1268,accessory Clown Hair Green
1268,accessory 2 attributes
1269,type Male
1269,accessory Chinstrap
1269,accessory Eye Patch
1269,accessory Cap Forward
1269,accessory 3 attributes
127,accessory Clown Eyes Green
127,type Female
127,accessory Stringy Hair
127,accessory 2 attributes
1270,type Male
1270,accessory Shadow Beard
1270,accessory Regular Shades
1270,accessory Crazy Hair
1272,type Female
1272,accessory VR
1272,accessory Tassle Hat
1272,accessory 2 attributes
1273,type Female
1273,accessory Cigarette
1273,accessory Dark Hair
1273,accessory 2 attributes
1274,type Male
1274,accessory Shadow Beard
1274,accessory Regular Shades
1274,accessory Top Hat
1275,type Male
1275,accessory Chinstrap
1275,accessory Knitted Cap
1276,type Female
1276,accessory Messy Hair
1276,accessory Black Lipstick
1276,accessory Purple Eye Shadow
1276,accessory 3 attributes
1277,type Female
1277,accessory Earring
1277,accessory Hot Lipstick
1277,accessory Mohawk Thin
1278,type Male
1278,accessory Mohawk Dark
1278,accessory Normal Beard Black
1278,accessory 2 attributes
1279,type Male
1279,accessory Earring
1279,accessory Police Cap
128,type Male
128,accessory Mole
128,accessory Chinstrap
128,accessory Vape
128,accessory Police Cap
1281,type Male
1281,accessory Messy Hair
1281,accessory Cigarette
1281,accessory 2 attributes
1282,type Male
1282,accessory Peak Spike
1282,accessory Big Shades
1282,accessory 2 attributes
1283,type Male
1283,accessory Peak Spike
1283,accessory Earring
1283,accessory Eye Mask
1283,accessory Handlebars
1284,type Male
1284,accessory Big Shades
1284,accessory Mustache
1284,accessory Crazy Hair
1285,type Male
1285,accessory Earring
1285,accessory Regular Shades
1285,accessory Mustache
1285,accessory Top Hat
1285,accessory 4 attributes
1286,type Male
1286,accessory Cigarette
1286,accessory Stringy Hair
1287,type Male
1287,accessory Cap
1287,accessory Silver Chain
1287,accessory 2 attributes
1288,type Male
1288,accessory Cap Forward
1288,accessory Pipe
1289,type Female
1289,accessory Purple Lipstick
1289,accessory Eye Patch
1289,accessory Dark Hair
129,type Male
129,accessory Horned Rim Glasses
129,accessory Gold Chain
129,accessory Cigarette
129,accessory Cap Forward
1290,type Male
1290,accessory Shaved Head
1290,accessory Front Beard
1291,type Female
1291,accessory Nerd Glasses
1291,accessory Purple Lipstick
1291,accessory Frumpy Hair
1291,accessory 3 attributes
1293,type Female
1293,accessory Green Eye Shadow
1293,accessory Pipe
1293,accessory Straight Hair Blonde
1294,type Male
1294,accessory Mole
1294,accessory Fedora
1294,accessory Front Beard Dark
1295,type Female
1295,accessory Black Lipstick
1295,accessory Stringy Hair
1295,accessory Earring
1295,accessory Clown Eyes Blue
1296,type Female
1296,accessory Earring
1296,accessory Wild Hair
1296,accessory Clown Eyes Blue
1296,accessory 3 attributes
1297,type Male
1297,accessory Earring
1297,accessory Mohawk Dark
1297,accessory Small Shades
130,type Male
130,accessory Mohawk
130,accessory 1 attributes
1301,type Male
1301,accessory Earring
1301,accessory Crazy Hair
1301,accessory 2 attributes
1302,type Female
1302,accessory Classic Shades
1302,accessory Headband
1305,type Male
1305,accessory Shadow Beard
1305,accessory Fedora
1306,type Male
1306,accessory Stringy Hair
1306,accessory Earring
1306,accessory 2 attributes
1307,type Male
1307,accessory Nerd Glasses
1307,accessory Stringy Hair
1309,type Male
1309,accessory Horned Rim Glasses
1309,accessory Chinstrap
1309,accessory Knitted Cap
131,type Female
131,accessory Hot Lipstick
131,accessory Straight Hair Dark
131,accessory 2 attributes
1310,type Male
1310,accessory Classic Shades
1310,accessory Stringy Hair
1310,accessory Vape
1311,type Female
1311,accessory Messy Hair
1311,accessory Hot Lipstick
1311,accessory Spots
1312,type Male
1312,accessory Mole
1312,accessory Do-rag
1312,accessory Small Shades
1313,type Female
1313,accessory Cigarette
1313,accessory Wild Hair
1313,accessory 2 attributes
1314,type Male
1314,accessory Earring
1314,accessory Bandana
1314,accessory Eye Mask
1316,type Male
1316,accessory Frumpy Hair
1316,accessory Front Beard Dark
1317,type Male
1317,accessory Eye Patch
1317,accessory Normal Beard Black
1317,accessory Police Cap
1318,type Female
1318,accessory Blue Eye Shadow
1318,accessory Straight Hair
1318,accessory Clown Nose
1319,type Male
1319,accessory Peak Spike
1319,accessory Luxurious Beard
1319,accessory 2 attributes
132,type Male
132,accessory Mohawk Thin
132,accessory 1 attributes
1320,type Male
1320,accessory Earring
1320,accessory Eye Mask
1320,accessory Mustache
1320,accessory Purple Hair
1321,type Male
1321,accessory Classic Shades
1321,accessory Shaved Head
1321,accessory 2 attributes
1322,type Male
1322,accessory Mole
1322,accessory Earring
1322,accessory Shaved Head
1322,accessory 3 attributes
1323,type Male
1323,accessory Mole
1323,accessory Wild Hair
1324,type Male
1324,accessory Earring
1324,accessory Regular Shades
1324,accessory Frumpy Hair
1325,type Male
1325,accessory Frumpy Hair
1325,accessory Big Shades
1326,type Male
1326,accessory Shaved Head
1326,accessory 3D Glasses
1327,type Male
1327,accessory Chinstrap
1327,accessory Fedora
1327,accessory 2 attributes
1328,type Female
1328,accessory Big Shades
1328,accessory Half Shaved
1328,accessory 2 attributes
1329,type Female
1329,accessory Blonde Short
1329,accessory Mole
1329,accessory Regular Shades
1329,accessory 3 attributes
133,type Male
133,accessory Chinstrap
133,accessory Purple Hair
133,accessory Pipe
133,accessory 3 attributes
1330,type Male
1330,accessory Police Cap
1332,type Female
1332,accessory Earring
1332,accessory Crazy Hair
1332,accessory 2 attributes
1333,type Female
1333,accessory Eye Patch
1333,accessory Silver Chain
1333,accessory Wild White Hair
1333,accessory 3 attributes
1334,type Male
1334,accessory Eye Patch
1334,accessory Mohawk Thin
1334,accessory 2 attributes
1336,type Male
1336,accessory Horned Rim Glasses
1336,accessory Frumpy Hair
1336,accessory Front Beard
1337,type Male
1337,accessory Bandana
1337,accessory Handlebars
1339,type Female
1339,accessory Green Eye Shadow
1339,accessory Black Lipstick
1339,accessory Stringy Hair
1340,accessory Clown Eyes Green
1340,type Female
1340,accessory Mohawk Dark
1341,type Female
1341,accessory Horned Rim Glasses
1341,accessory Wild Blonde
1342,type Female
