,image_id,trait_type,value
143,1037,accessory,2 attributes
144,1039,type,Female
145,1039,accessory,Messy Hair
146,1039,accessory,Hot Lipstick
147,1039,accessory,Clown Eyes Blue
148,104,type,Male
149,104,accessory,Earring
150,104,accessory,Eye Patch
151,104,accessory,Normal Beard Black
152,104,accessory,Crazy Hair
153,104,accessory,4 attributes
154,1040,type,Female
155,1040,accessory,Earring
156,1040,accessory,Mohawk Dark
157,1041,type,Female
158,1041,accessory,Mohawk
159,1041,accessory,Hot Lipstick
160,1041,accessory,Vape
161,1041,accessory,Purple Eye Shadow
162,1042,type,Female
163,1042,accessory,Classic Shades
164,1042,accessory,Half Shaved
165,1043,type,Female
166,1043,accessory,Purple Lipstick
167,1043,accessory,Regular Shades
168,1043,accessory,Tassle Hat
169,1044,type,Male
170,1044,accessory,VR
171,1044,accessory,Normal Beard
172,1046,type,Female
173,1046,accessory,Earring
174,1046,accessory,Hot Lipstick
175,1046,accessory,Wild Blonde
176,1046,accessory,3 attributes
177,1047,type,Male
178,1047,accessory,Mohawk Dark
179,1049,type,Male
180,1049,accessory,Smile
181,1049,accessory,Crazy Hair
182,1051,type,Female
183,1051,accessory,Mole
184,1051,accessory,Hot Lipstick
185,1051,accessory,Tassle Hat
186,1052,type,Female
187,1052,accessory,Purple Lipstick
188,1052,accessory,Earring
189,1052,accessory,Bandana
190,1053,type,Male
191,1053,accessory,Nerd Glasses
192,1053,accessory,Big Beard
193,1053,accessory,Cap Forward
194,1053,accessory,3 attributes
195,1054,type,Male
196,1054,accessory,Stringy Hair
197,1054,accessory,Earring
198,1054,accessory,Goat
199,1055,type,Female
200,1055,accessory,Horned Rim Glasses
201,1055,accessory,Hot Lipstick
202,1055,accessory,Wild Blonde
203,1056,type,Male
204,1056,accessory,Peak Spike
205,1056,accessory,Handlebars
206,1057,type,Male
207,1057,accessory,Messy Hair
208,1057,accessory,Front Beard Dark
209,1057,accessory,2 attributes
210,1059,type,Male
211,1059,accessory,Earring
212,1059,accessory,Frumpy Hair
213,1059,accessory,Big Shades
214,106,type,Female
215,106,accessory,Straight Hair Blonde
216,1061,type,Male
217,1061,accessory,Messy Hair
218,1061,accessory,Classic Shades
219,1062,type,Male
220,1062,accessory,Shadow Beard
221,1062,accessory,Cigarette
222,1062,accessory,Crazy Hair
223,1063,type,Male
224,1063,accessory,Peak Spike
225,1063,accessory,Shadow Beard
226,1064,type,Male
227,1064,accessory,Wild Hair
228,1064,accessory,Front Beard
229,1064,accessory,2 attributes
230,1065,type,Female
231,1065,accessory,Earring
232,1065,accessory,Crazy Hair
233,1065,accessory,2 attributes
234,1066,type,Male
235,1066,accessory,Frumpy Hair
236,1066,accessory,Small Shades
237,1067,type,Male
238,1067,accessory,Horned Rim Glasses
239,1067,accessory,Mohawk
240,1067,accessory,Front Beard
241,1068,type,Male
242,1068,accessory,Mohawk
243,1068,accessory,Big Beard
244,1068,accessory,2 attributes
245,107,type,Male
246,107,accessory,Headband
247,107,accessory,1 attributes
248,1070,type,Female
249,1070,accessory,Earring
250,1070,accessory,Pink With Hat
251,1070,accessory,2 attributes
252,1071,type,Female
253,1071,accessory,Purple Lipstick
254,1071,accessory,Stringy Hair
255,1071,accessory,2 attributes
256,1072,type,Male
257,1072,accessory,Stringy Hair
258,1072,accessory,Chinstrap
259,1072,accessory,Eye Mask
260,1072,accessory,3 attributes
261,1073,type,Female
262,1073,accessory,Purple Lipstick
263,1073,accessory,Clown Eyes Blue
264,1073,accessory,Mohawk Dark
265,1073,accessory,3 attributes
266,1074,type,Male
267,1074,accessory,Normal Beard Black
268,1074,accessory,Cowboy Hat
269,1074,accessory,2 attributes
270,1075,type,Male
271,1075,accessory,Cap
272,1075,accessory,Earring
273,1075,accessory,Chinstrap
274,1075,accessory,Big Shades
275,1075,accessory,4 attributes
276,1076,type,Female
277,1076,accessory,Clown Eyes Blue
278,1076,accessory,Half Shaved
279,1076,accessory,2 attributes
280,1077,type,Male
281,1077,accessory,Mohawk Dark
282,1077,accessory,Mustache
283,1077,accessory,2 attributes
284,1078,type,Male
285,1078,accessory,Hoodie
286,1078,accessory,Eye Mask
287,1078,accessory,2 attributes
288,1079,type,Male
289,1079,accessory,Purple Hair
290,1079,accessory,1 attributes
291,108,type,Female
292,108,accessory,Black Lipstick
293,108,accessory,Headband
294,1080,type,Male
295,1080,accessory,Classic Shades
296,1080,accessory,Hoodie
297,1080,accessory,2 attributes
298,1081,type,Female
299,1081,accessory,Cigarette
300,1081,accessory,Blue Eye Shadow
301,1081,accessory,Frumpy Hair
302,1081,accessory,3 attributes
303,1082,type,Female
304,1082,accessory,Wild Blonde
305,1082,accessory,1 attributes
306,1083,type,Female
307,1083,accessory,VR
308,1083,accessory,Earring
309,1083,accessory,Straight Hair Blonde
310,1083,accessory,3 attributes
311,1084,type,Male
312,1084,accessory,Nerd Glasses
313,1084,accessory,Shaved Head
314,1084,accessory,2 attributes
315,1085,type,Male
316,1085,accessory,Cigarette
317,1085,accessory,Big Shades
318,1085,accessory,Mohawk Dark
319,1085,accessory,3 attributes
320,1086,type,Female
321,1086,accessory,Blonde Short
322,1086,accessory,1 attributes
323,1087,type,Female
324,1087,accessory,Mole
325,1087,accessory,Frumpy Hair
326,1087,accessory,2 attributes
327,1088,type,Male
328,1088,accessory,Classic Shades
329,1088,accessory,Shaved Head
330,1088,accessory,Clown Nose
331,1088,accessory,3 attributes
332,1089,type,Male
333,1089,accessory,Chinstrap
334,1089,accessory,Knitted Cap
335,1089,accessory,2 attributes
336,109,type,Male
337,109,accessory,Earring
338,109,accessory,Fedora
339,109,accessory,Handlebars
340,1090,type,Female
341,1090,accessory,Purple Lipstick
342,1090,accessory,Mohawk Thin
343,1090,accessory,2 attributes
344,1091,type,Male
345,1091,accessory,Vampire Hair
346,1091,accessory,Clown Eyes Blue
347,1091,accessory,2 attributes
348,1094,type,Male
349,1094,accessory,Classic Shades
350,1094,accessory,Chinstrap
351,1094,accessory,Hoodie
352,1095,type,Male
353,1095,accessory,Earring
354,1095,accessory,Frumpy Hair
355,1095,accessory,Luxurious Beard
356,1096,type,Female
357,1096,accessory,Black Lipstick
358,1096,accessory,Mohawk Dark
359,1097,type,Male
360,1097,accessory,Nerd Glasses
361,1097,accessory,Mole
362,1097,accessory,Frumpy Hair
363,1097,accessory,3 attributes
364,1098,type,Male
365,1098,accessory,Earring
366,1098,accessory,Bandana
367,1099,type,Male
368,1099,accessory,Top Hat
369,11,accessory,Clown Eyes Green
370,11,type,Female
371,11,accessory,Black Lipstick
372,11,accessory,Straight Hair Dark
373,11,accessory,3 attributes
374,110,type,Female
375,110,accessory,Purple Lipstick
376,110,accessory,Cigarette
377,110,accessory,Earring
378,110,accessory,Mohawk Dark
379,1100,type,Male
380,1100,accessory,Nerd Glasses
381,1100,accessory,Vampire Hair
382,1100,accessory,Frown
383,1101,type,Male
384,1101,accessory,Nerd Glasses
385,1101,accessory,Messy Hair
386,1101,accessory,Handlebars
387,1101,accessory,3 attributes
388,1102,type,Female
389,1102,accessory,Black Lipstick
390,1102,accessory,Clown Eyes Blue
391,1102,accessory,Straight Hair
392,1102,accessory,Clown Nose
393,1103,type,Male
394,1103,accessory,Peak Spike
395,1103,accessory,Nerd Glasses
396,1104,type,Male
397,1104,accessory,Messy Hair
398,1104,accessory,Earring
399,1104,accessory,Eye Mask
400,1104,accessory,3 attributes
401,1106,type,Male
402,1106,accessory,Peak Spike
403,1106,accessory,Cigarette
404,1106,accessory,Luxurious Beard
405,1106,accessory,3 attributes
406,1107,type,Female
407,1107,accessory,Hot Lipstick
408,1107,accessory,Mohawk Dark
409,1107,accessory,2 attributes
410,1108,type,Male
411,1108,accessory,Luxurious Beard
412,1108,accessory,Hoodie
413,1109,type,Male
414,1109,accessory,Mohawk Thin
415,1109,accessory,Small Shades
416,111,type,Male
417,111,accessory,Knitted Cap
418,111,accessory,Handlebars
419,111,accessory,2 attributes
420,1110,type,Female
421,1110,accessory,Purple Lipstick
422,1110,accessory,Earring
423,1110,accessory,Wild Hair
424,1110,accessory,Purple Eye Shadow
425,1111,type,Male
426,1111,accessory,Peak Spike
427,1111,accessory,Shadow Beard
428,1111,accessory,Silver Chain
429,1113,type,Male
430,1113,accessory,Cigarette
431,1113,accessory,Eye Patch
432,1113,accessory,Knitted Cap
433,1113,accessory,Front Beard Dark
434,1114,type,Male
435,1114,accessory,Chinstrap
436,1114,accessory,Purple Hair
437,1115,type,Female
438,1115,accessory,Hot Lipstick
439,1115,accessory,Wild White Hair
440,1116,type,Male
441,1116,accessory,Shadow Beard
442,1116,accessory,Cowboy Hat
443,1117,type,Male
444,1117,accessory,Shadow Beard
445,1117,accessory,Horned Rim Glasses
446,1117,accessory,Mohawk Thin
447,1118,type,Male
448,1118,accessory,Smile
449,1118,accessory,Cap Forward
450,1119,accessory,Shadow Beard
451,1119,accessory,Eye Patch
452,1119,accessory,Do-rag
453,1119,type,Zombie
454,112,type,Male
455,112,accessory,Horned Rim Glasses
456,112,accessory,Big Beard
457,112,accessory,Earring
458,112,accessory,Bandana
459,1120,type,Female
460,1120,accessory,Hot Lipstick
461,1120,accessory,Wild Hair
462,1121,type,Male
463,1121,accessory,Big Shades
464,1121,accessory,Mohawk Thin
465,1121,accessory,2 attributes
466,1122,type,Male
467,1122,accessory,Mohawk Dark
468,1122,accessory,Small Shades
469,1124,type,Male
470,1124,accessory,Nerd Glasses
471,1124,accessory,Earring
472,1124,accessory,Mohawk Dark
473,1124,accessory,Handlebars
474,1124,accessory,4 attributes
475,1125,type,Male
476,1125,accessory,Big Shades
477,1125,accessory,Bandana
478,1126,type,Male
479,1126,accessory,Messy Hair
480,1126,accessory,VR
481,1126,accessory,Chinstrap
482,1126,accessory,3 attributes
483,1128,type,Male
484,1128,accessory,Shadow Beard
485,1128,accessory,Frumpy Hair
486,1128,accessory,2 attributes
487,1129,type,Male
488,1129,accessory,Front Beard
489,1129,accessory,Vape
490,1129,accessory,Purple Hair
491,113,type,Male
492,113,accessory,Mohawk
493,1130,type,Female
494,1130,accessory,Nerd Glasses
495,1130,accessory,Dark Hair
496,1131,type,Male
497,1131,accessory,Cigarette
498,1131,accessory,Cap Forward
499,1131,accessory,2 attributes
500,1133,type,Male
501,1133,accessory,Frown
502,1133,accessory,Mohawk Thin
503,1133,accessory,2 attributes
504,1134,type,Male
505,1134,accessory,Nerd Glasses
506,1134,accessory,Wild Hair
507,1134,accessory,Goat
508,1134,accessory,3 attributes
509,1135,type,Male
510,1135,accessory,Gold Chain
511,1135,accessory,Earring
512,1135,accessory,Shaved Head
513,1136,type,Male
514,1136,accessory,Muttonchops
515,1136,accessory,Earring
516,1136,accessory,Wild Hair
517,1136,accessory,Small Shades
518,1136,accessory,4 attributes
519,1137,type,Male
520,1137,accessory,Shadow Beard
521,1137,accessory,Earring
522,1137,accessory,Mohawk Dark
523,1137,accessory,3 attributes
524,1138,type,Female
525,1138,accessory,Nerd Glasses
526,1138,accessory,Messy Hair
527,1138,accessory,Cigarette
528,1138,accessory,3 attributes
529,1139,type,Female
530,1139,accessory,Mole
531,1139,accessory,Eye Patch
532,1139,accessory,Dark Hair
533,1139,accessory,Hot Lipstick
534,1139,accessory,4 attributes
535,114,type,Female
536,114,accessory,Red Mohawk
537,1140,type,Female
538,1140,accessory,Purple Lipstick
539,1140,accessory,Earring
540,1140,accessory,Wild White Hair
541,1140,accessory,3 attributes
542,1141,type,Female
543,1141,accessory,Mohawk
544,1141,accessory,Earring
545,1142,type,Female
546,1142,accessory,Black Lipstick
547,1142,accessory,Tassle Hat
548,1143,type,Male
549,1143,accessory,Bandana
550,1143,accessory,Front Beard Dark
551,1145,type,Male
552,1145,accessory,Cap
553,1145,accessory,Earring
554,1145,accessory,2 attributes
555,1147,type,Male
556,1147,accessory,Shaved Head
557,1147,accessory,3D Glasses
558,1147,accessory,2 attributes
559,1148,type,Female
560,1148,accessory,Earring
561,1148,accessory,Eye Patch
562,1148,accessory,Wild Blonde
563,1149,type,Female
564,1149,accessory,Hot Lipstick
565,1149,accessory,Mohawk Dark
566,1149,accessory,2 attributes
567,115,type,Female
568,115,accessory,Earring
569,115,accessory,Half Shaved
570,1150,type,Female
571,1150,accessory,Black Lipstick
572,1150,accessory,Straight Hair
573,1150,accessory,2 attributes
574,1152,type,Male
575,1152,accessory,Eye Patch
576,1152,accessory,Purple Hair
577,1153,type,Male
578,1153,accessory,Messy Hair
579,1153,accessory,Earring
580,1153,accessory,Mustache
581,1153,accessory,3 attributes
582,1154,type,Male
583,1154,accessory,Frown
584,1154,accessory,Purple Hair
585,1154,accessory,2 attributes
586,1157,type,Female
587,1157,accessory,Black Lipstick
588,1157,accessory,1 attributes
589,1158,type,Female
590,1158,accessory,Mole
591,1158,accessory,Crazy Hair
592,1158,accessory,2 attributes
593,1159,type,Female
594,1159,accessory,Black Lipstick
595,1159,accessory,Wild Blonde
596,1159,accessory,2 attributes
597,116,type,Female
598,116,accessory,Black Lipstick
599,116,accessory,Earring
600,116,accessory,Clown Eyes Blue
601,116,accessory,Tiara
602,116,accessory,4 attributes
603,1161,type,Female
604,1161,accessory,Nerd Glasses
605,1161,accessory,Messy Hair
606,1161,accessory,2 attributes
607,1163,type,Female
608,1163,accessory,Mole
609,1163,accessory,Blue Eye Shadow
610,1163,accessory,Pink With Hat
611,1165,type,Female
612,1165,accessory,Cap
613,1165,accessory,Hot Lipstick
614,1165,accessory,Vape
615,1165,accessory,3 attributes
616,1166,type,Male
617,1166,accessory,Fedora
618,1166,accessory,Goat
619,1167,type,Male
620,1167,accessory,Horned Rim Glasses
621,1167,accessory,Police Cap
622,1168,type,Male
623,1168,accessory,Vampire Hair
624,1168,accessory,Handlebars
625,1168,accessory,2 attributes
626,1169,type,Female
627,1169,accessory,Purple Lipstick
628,1169,accessory,Wild Hair
629,1169,accessory,2 attributes
630,117,accessory,Messy Hair
631,117,accessory,Front Beard Dark
632,117,type,Zombie
633,1171,type,Male
634,1171,accessory,Shaved Head
635,1171,accessory,Frown
636,1172,type,Male
637,1172,accessory,Shadow Beard
638,1172,accessory,Nerd Glasses
639,1172,accessory,Cigarette
640,1172,accessory,Cap Forward
641,1172,accessory,4 attributes
642,1173,type,Female
643,1173,accessory,Mohawk
644,1173,accessory,Clown Eyes Blue
645,1174,type,Female
646,1174,accessory,Wild Hair
647,1174,accessory,Pipe
648,1175,type,Male
649,1175,accessory,Shaved Head
650,1175,accessory,Eye Patch
651,1176,type,Female
652,1176,accessory,Mohawk Dark
653,1176,accessory,Vape
654,1177,type,Male
655,1177,accessory,Hoodie
656,1177,accessory,Normal Beard
657,1178,type,Male
658,1178,accessory,Headband
659,1178,accessory,Pipe
660,1179,type,Male
661,1179,accessory,Classic Shades
662,1179,accessory,Mohawk Dark
663,1180,type,Male
664,1180,accessory,Mohawk
665,1180,accessory,Muttonchops
666,1180,accessory,2 attributes
667,1181,type,Male
668,1181,accessory,Muttonchops
669,1181,accessory,Cigarette
670,1181,accessory,Bandana
671,1182,type,Male
672,1182,accessory,Nerd Glasses
673,1182,accessory,Hoodie
674,1182,accessory,Goat
675,1183,type,Male
676,1183,accessory,Cap
677,1183,accessory,Gold Chain
678,1183,accessory,Muttonchops
679,1183,accessory,Earring
680,1183,accessory,Big Shades
681,1183,accessory,5 attributes
682,1184,type,Male
683,1184,accessory,Mole
684,1184,accessory,Crazy Hair
685,1185,type,Male
686,1185,accessory,Mohawk
687,1185,accessory,VR
688,1185,accessory,Vape
689,1185,accessory,Handlebars
690,1186,type,Female
691,1186,accessory,Black Lipstick
692,1186,accessory,Earring
693,1186,accessory,Bandana
694,1186,accessory,Purple Eye Shadow
695,1186,accessory,4 attributes
696,1187,type,Female
697,1187,accessory,Cigarette
698,1187,accessory,Straight Hair
699,1188,type,Male
700,1188,accessory,Wild Hair
701,1188,accessory,3D Glasses
702,1188,accessory,Normal Beard
703,1189,type,Male
704,1189,accessory,Mohawk Thin
705,1189,accessory,Spots
706,1190,accessory,Cigarette
707,1190,accessory,Earring
708,1190,accessory,Bandana
709,1190,accessory,Handlebars
710,1190,type,Zombie
711,1191,type,Male
712,1191,accessory,Messy Hair
713,1191,accessory,Front Beard
714,1193,type,Male
715,1193,accessory,Smile
716,1193,accessory,Mustache
717,1193,accessory,Spots
718,1193,accessory,Crazy Hair
719,1194,type,Male
720,1194,accessory,Mohawk
721,1194,accessory,Goat
722,1194,accessory,2 attributes
723,1195,type,Male
724,1195,accessory,Eye Patch
725,1195,accessory,Headband
726,1196,accessory,Clown Eyes Green
727,1196,type,Female
728,1196,accessory,Earring
729,1196,accessory,Mohawk Dark
730,1197,type,Female
731,1197,accessory,Blonde Short
732,1198,type,Female
733,1198,accessory,Horned Rim Glasses
734,1198,accessory,Gold Chain
735,1198,accessory,Clown Hair Green
736,1198,accessory,Hot Lipstick
737,1199,type,Female
738,1199,accessory,Green Eye Shadow
739,1199,accessory,Earring
740,1199,accessory,Tassle Hat
741,1199,accessory,3 attributes
742,120,type,Female
743,120,accessory,Big Shades
744,120,accessory,Tassle Hat
745,1200,type,Female
746,1200,accessory,Black Lipstick
747,1200,accessory,1 attributes
748,1201,type,Male
749,1201,accessory,Knitted Cap
750,1201,accessory,Normal Beard Black
751,1203,type,Male
752,1203,accessory,Nerd Glasses
753,1203,accessory,Big Beard
754,1203,accessory,Wild Hair
755,1204,type,Female
756,1204,accessory,Hot Lipstick
757,1204,accessory,Pigtails
758,1205,type,Female
759,1205,accessory,Earring
760,1205,accessory,Crazy Hair
761,1206,type,Female
762,1206,accessory,Purple Lipstick
763,1206,accessory,Half Shaved
764,1206,accessory,2 attributes
765,1207,type,Male
766,1207,accessory,Fedora
767,1207,accessory,Front Beard
768,1207,accessory,2 attributes
769,1208,type,Male
770,1208,accessory,Bandana
771,121,type,Female
772,121,accessory,Purple Lipstick
773,121,accessory,Tiara
774,121,accessory,2 attributes
775,1210,type,Female
776,1210,accessory,Purple Lipstick
777,1210,accessory,Cigarette
778,1210,accessory,Purple Eye Shadow
779,1210,accessory,Wild Blonde
780,1213,type,Male
781,1213,accessory,Mohawk
782,1213,accessory,Luxurious Beard
783,1215,type,Male
784,1215,accessory,Earring
785,1215,accessory,Headband
786,1215,accessory,2 attributes
787,1217,type,Female
788,1217,accessory,Purple Lipstick
789,1217,accessory,Bandana
790,1217,accessory,2 attributes
791,1218,type,Male
792,1218,accessory,Stringy Hair
793,1219,type,Male
794,1219,accessory,Eye Patch
795,1219,accessory,Hoodie
796,1219,accessory,2 attributes
797,122,type,Male
798,122,accessory,Mohawk
799,122,accessory,Cigarette
800,1220,type,Female
801,1220,accessory,Purple Lipstick
802,1220,accessory,Pink With Hat
803,1222,type,Male
804,1222,accessory,Horned Rim Glasses
805,1222,accessory,Big Beard
806,1222,accessory,Earring
807,1222,accessory,Crazy Hair
808,1223,type,Male
809,1223,accessory,Cap
810,1223,accessory,Handlebars
811,1224,type,Female
812,1224,accessory,Cigarette
813,1224,accessory,Headband
814,1224,accessory,Purple Eye Shadow
815,1227,type,Female
816,1227,accessory,Purple Lipstick
817,1227,accessory,Earring
818,1227,accessory,Wild Blonde
819,1227,accessory,3 attributes
820,1228,type,Male
821,1228,accessory,Classic Shades
822,1228,accessory,Fedora
823,1228,accessory,Handlebars
824,1229,type,Male
825,1229,accessory,Clown Hair Green
826,1229,accessory,Goat
827,1230,type,Male
828,1230,accessory,VR
829,1230,accessory,Frumpy Hair
830,1231,type,Male
831,1231,accessory,Cigarette
832,1231,accessory,Bandana
833,1231,accessory,Front Beard
834,1231,accessory,Eye Mask
835,1231,accessory,4 attributes
836,1232,type,Female
837,1232,accessory,Pigtails
838,1234,type,Female
839,1234,accessory,Stringy Hair
840,1234,accessory,Blue Eye Shadow
841,1235,type,Male
842,1235,accessory,Horned Rim Glasses
843,1235,accessory,Cigarette
844,1235,accessory,Knitted Cap
845,1235,accessory,Goat
846,1235,accessory,4 attributes
847,1237,type,Female
848,1237,accessory,Pigtails
849,1238,type,Male
850,1238,accessory,Regular Shades
851,1238,accessory,Do-rag
852,124,type,Male
853,124,accessory,Peak Spike
854,124,accessory,Earring
855,124,accessory,Normal Beard Black
856,124,accessory,3 attributes
857,1240,type,Male
858,1240,accessory,Messy Hair
859,1240,accessory,3D Glasses
860,1241,type,Male
861,1241,accessory,Shaved Head
862,1241,accessory,Goat
863,1244,type,Male
864,1244,accessory,Mole
865,1244,accessory,Purple Hair
866,1244,accessory,2 attributes
867,1245,accessory,Clown Eyes Green
868,1245,type,Female
869,1245,accessory,Blonde Short
870,1245,accessory,Earring
871,1245,accessory,Hot Lipstick
872,1246,type,Female
873,1246,accessory,Nerd Glasses
874,1246,accessory,Earring
875,1246,accessory,Dark Hair
876,1246,accessory,Hot Lipstick
877,1247,accessory,Clown Eyes Green
878,1247,type,Female
879,1247,accessory,Purple Lipstick
880,1247,accessory,Crazy Hair
881,1247,accessory,3 attributes
882,1248,type,Female
883,1248,accessory,Earring
884,1248,accessory,Mohawk Thin
885,1248,accessory,2 attributes
886,1249,type,Female
887,1249,accessory,Black Lipstick
888,1249,accessory,Cigarette
889,1249,accessory,Earring
890,1249,accessory,Mohawk Thin
891,1250,type,Male
892,1250,accessory,Mole
893,1250,accessory,Hoodie
894,1250,accessory,Small Shades
895,1250,accessory,Pipe
896,1251,type,Female
897,1251,accessory,Nerd Glasses
898,1251,accessory,Black Lipstick
899,1251,accessory,Blonde Bob
900,1253,type,Female
901,1253,accessory,Purple Lipstick
902,1253,accessory,Earring
903,1253,accessory,Blonde Bob
904,1254,type,Male
905,1254,accessory,Clown Eyes Green
906,1254,accessory,Earring
907,1254,accessory,Mohawk Thin
908,1254,accessory,3 attributes
909,1255,type,Female
910,1255,accessory,Knitted Cap
911,1255,accessory,Hot Lipstick
912,1256,type,Male
913,1256,accessory,Earring
914,1256,accessory,Regular Shades
915,1256,accessory,Do-rag
916,1256,accessory,3 attributes
917,1257,type,Male
918,1257,accessory,Classic Shades
919,1257,accessory,Earring
920,1257,accessory,Do-rag
921,1258,type,Male
922,1258,accessory,Cap
923,1258,accessory,Earring
924,1258,accessory,Big Shades
925,1258,accessory,3 attributes
926,1259,type,Male
927,1259,accessory,Earring
928,1259,accessory,Shaved Head
929,1259,accessory,Front Beard Dark
930,1259,accessory,Small Shades
931,1259,accessory,4 attributes
932,126,type,Male
933,126,accessory,Cigarette
934,126,accessory,Earring
935,126,accessory,Eye Patch
936,126,accessory,Headband
937,126,accessory,4 attributes
938,1260,type,Female
939,1260,accessory,Earring
940,1260,accessory,Big Shades
941,1260,accessory,Crazy Hair
942,1260,accessory,Rosy Cheeks
943,1260,accessory,4 attributes
944,1261,accessory,Clown Eyes Green
945,1261,type,Female
946,1261,accessory,Blonde Bob
947,1262,type,Male
948,1262,accessory,Earring
949,1262,accessory,Purple Hair
950,1262,accessory,Normal Beard
951,1263,type,Male
952,1263,accessory,Wild Hair
953,1263,accessory,Normal Beard
954,1264,type,Female
955,1264,accessory,Classic Shades
956,1264,accessory,Straight Hair
957,1266,type,Male
958,1266,accessory,Cap
959,1266,accessory,Smile
960,1266,accessory,2 attributes
961,1267,type,Female
962,1267,accessory,Purple Eye Shadow
963,1267,accessory,Crazy Hair
964,1268,type,Female
965,1268,accessory,Earring
966,1268,accessory,Clown Hair Green
967,1268,accessory,2 attributes
968,1269,type,Male
969,1269,accessory,Chinstrap
970,1269,accessory,Eye Patch
971,1269,accessory,Cap Forward
972,1269,accessory,3 attributes
973,127,accessory,Clown Eyes Green
974,127,type,Female
975,127,accessory,Stringy Hair
976,127,accessory,2 attributes
977,1270,type,Male
978,1270,accessory,Shadow Beard
979,1270,accessory,Regular Shades
980,1270,accessory,Crazy Hair
981,1272,type,Female
